resource	path	type	required	default	validation	classification	owner	mutability	enforcement	moduleInteraction	migration	rule	purpose	decision
OpenBaoCluster	spec.unseal.azureKeyVault.clientID	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	ClientID is the Azure client ID.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.azureKeyVault.clientSecret	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	ClientSecret is the Azure client secret.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.azureKeyVault.environment	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Environment is the Azure environment (e.g., "AzurePublicCloud", "AzureUSGovernmentCloud").	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.azureKeyVault.keyName	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	KeyName is the name of the key in the Azure Key Vault.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.azureKeyVault.resource	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Resource is the Azure AD resource endpoint.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.azureKeyVault.tenantID	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	TenantID is the Azure tenant ID.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.azureKeyVault.vaultName	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	VaultName is the name of the Azure Key Vault.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.credentialsSecretRef	object	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	CredentialsSecretRef references a Secret containing provider credentials (for example AWS access keys, GCP credentials.json, Azure client-secret keys, OCI SDK config for authTypeAPIKey mode, or plugin-backed KMS runtime files).	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.credentialsSecretRef.name	string	false	""	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Name of the referent.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.gcpCloudKMS	object	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	GCPCloudKMS configures the GCP Cloud KMS seal type.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.gcpCloudKMS.credentials	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Credentials is the path to the GCP credentials JSON file.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.gcpCloudKMS.cryptoKey	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	CryptoKey is the name of the GCP KMS crypto key.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.gcpCloudKMS.keyRing	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	KeyRing is the name of the GCP KMS key ring.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.gcpCloudKMS.project	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Project is the GCP project ID.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.gcpCloudKMS.region	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Region is the GCP region where the key ring lives.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kmip	object	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	KMIP configures the KMIP seal type.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kmip.caCert	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	CACert is the path to the CA certificate for KMIP communication.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kmip.clientCert	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	ClientCert is the path to the client certificate used for KMIP communication.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kmip.clientKey	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	ClientKey is the path to the private key used for KMIP communication.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kmip.disabled	boolean	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Disabled disables this seal configuration, for example during seal migration.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kmip.encryptAlg	string	false	-	enum="AES_GCM","RSA_OAEP_SHA256","RSA_OAEP_SHA384","RSA_OAEP_SHA512"	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	EncryptAlg is the encryption algorithm used for KMIP requests.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kmip.endpoint	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Endpoint is the KMIP server endpoint.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kmip.kmsKeyID	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	KMSKeyID is the unique identifier of the KMIP key to use.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kmip.serverName	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	ServerName is the TLS server name to use when connecting to the KMIP endpoint.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kmip.timeout	integer	false	-	format=int32; minimum=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Timeout is the timeout in seconds for KMIP requests.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kmip.tls12Ciphers	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	TLS12Ciphers configures the TLS 1.2 cipher suites to use when connecting to the KMIP endpoint.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kms	object	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	KMS configures a plugin-backed KMS seal.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kms.config	object	false	-	maxProperties=64	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Config contains plugin-specific seal configuration rendered as string attributes inside seal "<pluginName>".	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.kms.pluginName	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	PluginName is the name of the plugin registered through a matching plugin "kms" stanza.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.ocikms	object	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	OCIKMS configures the OCI KMS seal type.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.ocikms.authTypeAPIKey	boolean	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	AuthTypeAPIKey enables OCI API key authentication through an OCI SDK config file.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.ocikms.cryptoEndpoint	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	CryptoEndpoint is the OCI KMS crypto endpoint.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.ocikms.disabled	boolean	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Disabled disables this seal configuration, for example during seal migration.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.ocikms.keyID	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	KeyID is the OCID of the master encryption key.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.ocikms.managementEndpoint	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	ManagementEndpoint is the OCI KMS management endpoint.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.pkcs11	object	false	-	cel=2	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	PKCS11 configures the PKCS#11 seal type.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.pkcs11.disableSoftwareEncryption	boolean	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	DisableSoftwareEncryption disables the software encryption fallback.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.pkcs11.disabled	boolean	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Disabled disables this seal configuration, for example during seal migration.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.pkcs11.keyID	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	KeyID is the PKCS#11 key identifier to use instead of KeyLabel.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.pkcs11.keyLabel	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	KeyLabel is the label for the encryption key used by OpenBao.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.pkcs11.lib	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Lib is the path to the PKCS#11 library provided by the HSM vendor.	Discriminator and provider branch consistency must be decided before beta.
